Active component type,Active component type formation energy,Active component type density,Active component content (wt percent),Promoter type,Promoter type formation energy,Promoter type density,Promoter content (wt percent),Support a type,Support a type formation energy,Support a type density,Support a content (wt percent),Support b type,Support b type formation energy,Support b type density,Preparation method,Preparation Scalability,Preparation cost,Calcination Temperature (C),Calcination time (h),Reduction Temperature (C),Reduction Pressure (bar),Reduction time (h),Reduced hydrogen content (vol percent),Temperature (C),Pressure (bar),Weight hourly space velocity [mgcat/(min·ml)],Content of inert components in raw materials (vol percent),h2/co2 ratio (mol/mol),co2 conversion ratio (percent),ch4 selectivity (percent),ch4 yield (percent),Reference
Ni,0.046,9.22,20,Sr,0.045,2.61,1,Al2O3,-3.352,3.87,79,None,0,0,IWI,5,1,600,4,600,1,1,100,600,1,5.26,21,4,71.703,35.669,25.576,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,200,1,5.26,21,4,1.374,50.728,0.697,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,250,1,5.26,21,4,11.813,91.23,10.777,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,300,1,5.26,21,4,59.615,93.99,56.032,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,350,1,5.26,21,4,76.648,98.567,75.55,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,400,1,5.26,21,4,77.198,96.475,74.477,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,450,1,5.26,21,4,75,91.581,68.686,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,500,1,5.26,21,4,71.978,79.038,56.89,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,600,1,5.26,21,4,76.374,35.735,27.292,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,200,1,5.26,21,4,3.297,92.69,3.056,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,250,1,5.26,21,4,11.813,94.862,11.206,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,300,1,5.26,21,4,59.615,93.631,55.818,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,350,1,5.26,21,4,77.473,97.518,75.55,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,400,1,5.26,21,4,77.473,96.133,74.477,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,450,1,5.26,21,4,74.176,88.84,65.898,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,500,1,5.26,21,4,71.429,75.142,53.673,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,600,1,5.26,21,4,72.802,31.597,23.003,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,200,1,5.26,21,4,2.747,94.212,2.588,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,250,1,5.26,21,4,41.758,79.525,33.208,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,300,1,5.26,21,4,69.505,98.036,68.14,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,350,1,5.26,21,4,80.769,99.315,80.216,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,400,1,5.26,21,4,81.044,96.583,78.275,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,450,1,5.26,21,4,76.648,93.12,71.375,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,500,1,5.26,21,4,71.703,84.204,60.377,[59]
Ni,0.046,9.22,20,Sr,0.045,2.61,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,600,1,5.26,21,4,70.604,40.315,28.464,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,200,1,5.26,21,4,4.42,78.054,3.45,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,250,1,5.26,21,4,50.829,75.514,38.383,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,300,1,5.26,21,4,82.32,97.182,80,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,350,1,5.26,21,4,83.425,96.67,80.647,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,400,1,5.26,21,4,77.901,97.435,75.903,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,450,1,5.26,21,4,73.204,91.905,67.278,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,500,1,5.26,21,4,71.823,75.958,54.555,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,5,Al2O3,-3.352,3.87,75,None,0,0,IWI,5,1,600,4,600,1,1,100,600,1,5.26,21,4,71.271,32.374,23.073,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,1,Al2O3,-3.352,3.87,79,None,0,0,IWI,5,1,600,4,600,1,1,100,200,1,5.26,21,4,1.09,98.624,1.075,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,1,Al2O3,-3.352,3.87,79,None,0,0,IWI,5,1,600,4,600,1,1,100,250,1,5.26,21,4,15.804,99.336,15.699,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,1,Al2O3,-3.352,3.87,79,None,0,0,IWI,5,1,600,4,600,1,1,100,300,1,5.26,21,4,53.134,92.685,49.247,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,1,Al2O3,-3.352,3.87,79,None,0,0,IWI,5,1,600,4,600,1,1,100,350,1,5.26,21,4,74.659,97.936,73.118,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,1,Al2O3,-3.352,3.87,79,None,0,0,IWI,5,1,600,4,600,1,1,100,400,1,5.26,21,4,76.839,95.997,73.763,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,1,Al2O3,-3.352,3.87,79,None,0,0,IWI,5,1,600,4,600,1,1,100,450,1,5.26,21,4,73.569,91.495,67.312,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,1,Al2O3,-3.352,3.87,79,None,0,0,IWI,5,1,600,4,600,1,1,100,500,1,5.26,21,4,70.3,78.925,55.484,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,1,Al2O3,-3.352,3.87,79,None,0,0,IWI,5,1,600,4,600,1,1,100,600,1,5.26,21,4,71.935,33.782,24.301,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,200,1,5.26,21,4,1.09,98.624,1.075,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,250,1,5.26,21,4,19.346,98.935,19.14,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,300,1,5.26,21,4,68.665,99.908,68.602,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,350,1,5.26,21,4,78.747,99.68,78.495,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,400,1,5.26,21,4,76.294,97.811,74.624,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,450,1,5.26,21,4,72.48,89.012,64.516,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,500,1,5.26,21,4,69.21,75.196,52.043,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,2.5,Al2O3,-3.352,3.87,77.5,None,0,0,IWI,5,1,600,4,600,1,1,100,600,1,5.26,21,4,71.935,28.7,20.645,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,200,1,5.26,21,4,6.267,92.66,5.807,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,250,1,5.26,21,4,35.422,57.676,20.43,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,300,1,5.26,21,4,71.39,97.902,69.892,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,350,1,5.26,21,4,78.747,98.86,77.849,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,400,1,5.26,21,4,77.384,97.823,75.699,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,450,1,5.26,21,4,73.569,91.203,67.097,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,500,1,5.26,21,4,70.572,78.316,55.269,[59]
Ni,0.046,9.22,20,Ba,0.175,3.62,7.5,Al2O3,-3.352,3.87,72.5,None,0,0,IWI,5,1,600,4,600,1,1,100,600,1,5.26,21,4,72.207,33.952,24.516,[59]
Ni,0.046,9.22,10,None,0,0,0,NC,0.008,1.94,90,None,0,0,IWI,5,1,350,2,350,1,2,100,360,1,0.5,50,4,75,94,70.5,[60]
Ni,0.046,9.22,10,None,0,0,0,NC,0.008,1.94,90,None,0,0,IWI,5,1,350,2,350,1,2,100,360,1,0.5,30,6,92,98,90.16,[60]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,150,1,2.5,10,0.8,3.686,63.764,2.35,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,200,1,2.5,10,0.8,4.423,75.303,3.331,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,250,1,2.5,10,0.8,5.651,89.02,5.031,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,300,1,2.5,10,0.8,9.828,96.314,9.466,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,350,1,2.5,10,0.8,36.609,88.04,32.231,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,400,1,2.5,10,0.8,64.128,69.751,44.73,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,450,1,2.5,10,0.8,62.899,73.017,45.927,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,500,1,2.5,10,0.8,62.162,70.731,43.968,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,550,1,2.5,10,0.8,61.425,71.711,44.048,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,600,1,2.5,10,0.8,47.42,69.425,32.921,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,150,1,2.5,50,4,4.605,46.38,2.136,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,200,1,2.5,50,4,3.947,89.076,3.516,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,250,1,2.5,50,4,7.237,97.619,7.065,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,300,1,2.5,50,4,22.368,96.923,21.68,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,350,1,2.5,50,4,39.145,93.335,36.536,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,400,1,2.5,50,4,45.724,91.304,41.748,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,450,1,2.5,50,4,43.421,87.159,37.845,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,500,1,2.5,50,4,29.276,69.997,20.492,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,550,1,2.5,50,4,53.947,66.742,36.005,[61]
Ni,0.046,9.22,10,None,0,0,0,eg-C3N4,0.322,3.5,90,None,0,0,IWI,5,1,450,5,400,1,2,5,600,1,2.5,50,4,58.553,35.115,20.561,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,150,1,2.5,10,0.8,5.16,59.736,3.082,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,200,1,2.5,10,0.8,0,92.722,0,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,250,1,2.5,10,0.8,43.243,85.428,36.942,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,300,1,2.5,10,0.8,64.128,87.932,56.389,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,350,1,2.5,10,0.8,64.619,86.19,55.695,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,400,1,2.5,10,0.8,64.128,82.162,52.689,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,450,1,2.5,10,0.8,62.408,78.678,49.101,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,500,1,2.5,10,0.8,59.951,77.045,46.189,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,550,1,2.5,10,0.8,58.722,76.719,45.051,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,600,1,2.5,10,0.8,49.14,76.714,37.697,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,150,1,2.5,50,4,0.329,18.788,0.062,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,200,1,2.5,50,4,4.605,79.065,3.641,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,250,1,2.5,50,4,30.592,98.92,30.262,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,300,1,2.5,50,4,63.487,99.259,63.017,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,350,1,2.5,50,4,73.026,99.343,72.546,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,400,1,2.5,50,4,60.197,97.424,58.646,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,450,1,2.5,50,4,43.421,92.166,40.019,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,500,1,2.5,50,4,34.868,78.453,27.355,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,550,1,2.5,50,4,44.737,64.072,28.664,[61]
Ni,0.046,9.22,10,La,0.019,6.12,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,600,1,2.5,50,4,52.961,36.45,19.304,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,150,1,2.5,10,0.8,3.194,40.575,1.296,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,200,1,2.5,10,0.8,0,71.82,0,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,250,1,2.5,10,0.8,60.197,88.694,53.391,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,300,1,2.5,10,0.8,72.727,89.565,65.138,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,350,1,2.5,10,0.8,71.499,87.823,62.793,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,400,1,2.5,10,0.8,72.236,83.577,60.373,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,450,1,2.5,10,0.8,73.956,81.509,60.281,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,500,1,2.5,10,0.8,73.219,79.114,57.926,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,550,1,2.5,10,0.8,61.671,76.719,47.313,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,600,1,2.5,10,0.8,55.528,75.848,42.117,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,150,1,2.5,50,4,3.618,37.37,1.352,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,200,1,2.5,50,4,14.803,85.741,12.692,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,250,1,2.5,50,4,64.474,99.51,64.158,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,300,1,2.5,50,4,82.237,99.482,81.811,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,350,1,2.5,50,4,77.632,99.677,77.381,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,400,1,2.5,50,4,65.461,98.425,64.43,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,450,1,2.5,50,4,53.289,93.168,49.648,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,500,1,2.5,50,4,50.329,84.128,42.341,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,550,1,2.5,50,4,50.987,66.631,33.973,[61]
Ni,0.046,9.22,10,Ce,0.075,8.98,3,eg-C3N4,0.322,3.5,87,None,0,0,IWI,5,1,450,5,400,1,2,5,600,1,2.5,50,4,53.289,38.119,20.313,[61]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,200,1,10,5,4,8.201,95.781,7.855,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,220,1,10,5,4,19.312,99.182,19.154,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,240,1,10,5,4,46.032,99.967,46.017,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,260,1,10,5,4,73.28,99.408,72.846,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,280,1,10,5,4,81.746,99.599,81.418,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,300,1,10,5,4,84.127,99.677,83.855,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,320,1,10,5,4,84.392,99.826,84.245,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,340,1,10,5,4,84.127,99.471,83.682,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,360,1,10,5,4,82.804,99.556,82.436,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,380,1,10,5,4,81.217,99.464,80.782,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,400,1,10,5,4,79.63,98.855,78.718,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,420,1,10,5,4,78.042,98.397,76.791,[62]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,IWI,5,1,500,4,500,1,10,100,440,1,10,5,4,75.926,98.063,74.455,[62]
Ni,0.046,9.22,10,None,0,0,0,Al2O3,-3.352,3.87,90,None,0,0,IWI,5,1,500,4,500,1,10,100,200,1,10,5,4,4.497,92.795,4.173,[62]
Ni,0.046,9.22,10,None,0,0,0,Al2O3,-3.352,3.87,90,None,0,0,IWI,5,1,500,4,500,1,10,100,220,1,10,5,4,11.376,99.49,11.318,[62]
Ni,0.046,9.22,10,None,0,0,0,Al2O3,-3.352,3.87,90,None,0,0,IWI,5,1,500,4,500,1,10,100,240,1,10,5,4,25.397,99.512,25.273,[62]
Ni,0.046,9.22,10,None,0,0,0,Al2O3,-3.352,3.87,90,None,0,0,IWI,5,1,500,4,500,1,10,100,260,1,10,5,4,47.884,99.444,47.618,[62]
Ni,0.046,9.22,10,None,0,0,0,Al2O3,-3.352,3.87,90,None,0,0,IWI,5,1,500,4,500,1,10,100,280,1,10,5,4,67.725,99.681,67.509,[62]
Ni,0.046,9.22,10,None,0,0,0,Al2O3,-3.352,3.87,90,None,0,0,IWI,5,1,500,4,500,1,10,100,300,1,10,5,4,76.19,99.68,75.946,[62]
Ni,0.046,9.22,10,None,0,0,0,Al2O3,-3.352,3.87,90,None,0,0,IWI,5,1,500,4,500,1,10,100,320,1,10,5,4,80.159,99.654,79.882,[62]
